Object Number,Title,Image ID
18145,Head of a Deva with Long Hair (Maitreya?),94545.0
18109,"Ravenna--Emilia. Battistero. La Cupola col Battesimo di Gesu, Intorno gli Apostoli (Musaico del V secolo)",24132.0
24766,Bead Carved in the Form of an African's Head,11837.0
1469,Base Fragment from a Vessel with Frieze of Lions and Filler Motifs,107701.0
17487,Pedestal Plate with Stingray Motif,41166.0
28454,Footed Greyware Vessel,27014.0
20848,"Niobide, Uffizi",21358.0
21659,Twin Memorial Figure (Ere Ibeji),18699.0
13867,Sling Bullet,10414.0
6997,Udjat Eye Ring,10921.0
39029,Tetradrachm,87625.0
29492,Fragmentary Wheeled Figurine,29034.0
20755,Ravenna--Emilia. Basilica di S. Vitale. Un Finestrone della Loggia Superiore,24114.0
18394,Earspool,11766.0
10580,Girl's Blouse with Geometric Patterns,35270.0
35975,Figure,67814.0
27046,Intaglio with Fortuna,21885.0
38516,Tetradrachm,86019.0
19974,Tripod Plate with Underside Feathered Serpent Design,10522.0
25608,Green Camisa (Shirt) for a Male Saint Effigy,69315.0
37719,Shabti of Nesitaneb(et)isheru,83052.0
40089,Human Effigy Figurine Head Fragment,92946.0
37665,Falcon Casket,98013.0
4333,"Fermo-Marche. Palazzo Azzolino, il Cortile",26129.0
29802,Figurine Fragment,30217.0
28317,"""Bird"" Head of a Goddess (Astarte)",26863.0
21876,Angular Vessel with Fish Scales and Eyes and Stepped Motif on Neck,98338.0
38148,Bracelet with Lion Head Terminals,81643.0
39478,Fragment,90237.0
24340,Horse-Headed Amphora,18734.0
26983,Intaglio with Gorgoneion Mask,108852.0
15394,"Bari, Basilica di S. Niccolo, Sedia di Elia (XI Secolo)",26073.0
15113,Female Figure Seated on aTwo-Legged Bench with Hands Below Breasts,27591.0
31813,Cuneiform Tablet: Proto-Cuneiform Administrative Text,35468.0
19002,"Black-Figure Pottery Sherd, Band Cup",106360.0
29233,Horse Head Figurine,28729.0
18240,House or Cottage Surrounded by Trees,18846.0
4158,Litter Post with Tunic-Wearing Figure,11543.0
38181,Oinochoe,81700.0
38906,Tetradrachm,86470.0
39231,Fragment,85801.0
26191,Bracelet,16461.0
15717,Faun and Baccus,19008.0
31343,Wedding Jar with Incised Designs,89819.0
30545,Wheelmade Lamp,32487.0
29281,Animal Head Figurine,28927.0
39996,Four-Chambered Human-Animal Effigy Bottle with Stirrup Spout,92637.0
40828,Fragment from a Book of the Dead,10631.0
36740,Sculpture,72585.0
30629,"""Frog"" Oil Lamp",32210.0
28178,Kiln Stand,26745.0
24298,Eques Ioans. Laurentius Berninus Neapolitan. Sculptor (Portrait of Giovanni Lorenzo Bernini),33122.0
4162,Coin,111919.0
39045,Feather Headdress,84365.0
2441,Black-Figure Pottery Sherd,106100.0
13280,Black-Figure Handle Fragment,18461.0
40138,Nomoli,94302.0
32116,Coin,36311.0
40101,Spindle Whorl,92960.0
27128,"Ringstone with Gryllos, Cock, and Ram",22369.0
1598,Head of a Bodhisattva,94465.0
17237,Funerary Cone,17828.0
27918,Offering Cup,26262.0
22201,Standing Female Holding a Vessel,34664.0
9113,"Brancoli, Dintorni di Lucca. Pieve di S. Maria e S. Giorgioi, Battistero",26108.0
24079,Wine Vessel (Jue),10320.0
4719,Figure with Small Bowl,25039.0
18005,"Perugia, Logge di Braccio e Cattedrale",23950.0
27973,Small Vessel,26460.0
3246,Olive Trees and Rocky Soil,26561.0
10611,Dulemola,35278.0
34775,H.B. (from Rops Naturalia),59631.0
28489,Bowl,27068.0
1332,Saucer Lamp,107307.0
13767,Sling Bullet,10409.0
15233,Bird Split-Celt Pendant,11677.0
20496,Black-Figure Pottery Sherd,105976.0
29641,Human Torso Figurine,29349.0
19806,Black-Figure Pottery Sherd,106271.0
25050,Stamp Seal in the Form of a Finger Ring: Floral Spray with Three Lotuses and Fillets below,13535.0
34988,Collection Object XVI,57767.0
13433,Shabti,10185.0
35509,Coin,64205.0
24270,Funeral Cone of Mentuemhat,11336.0
16169,"Tivoli, Villa Adriana, Pecile",21710.0
29461,Leg Fragment from a Human Figurine,28986.0
39276,Fragment,89165.0
38230,Apis Bull Statuette,81772.0
22183,Female Effigy Whistle with Fan,29615.0
26724,Pair of Bracelets with Feline-Head Terminals,49573.0
7238,Bracelet with Anthropomorphic Figure,18691.0
32121,Eagle,36321.0
18673,Stylized Rocker Mano,11281.0
27351,Udjat Eye,24001.0
9049,Necklace Element (or Earring),48820.0
39147,Fragment,85048.0
19589,Black-Figure Pottery Sherd,106329.0
35299,Mayan Ruins,60523.0
27387,Palmette Earring,33040.0
32200,Male Shrine Figure,41013.0
12843,Red-Figure Fragment with Face,54821.0
4063,Coin,110857.0
40039,Mold for a Human Figurine,92859.0
33664,Prison Tattoos [Conversations with the Dead],91914.0
16159,Figure of a Man Wearing a Toga,30695.0
36188,Jar,70398.0
38643,Amphora,82529.0
4928,Head of Female,94562.0
27497,Mud Brick Fragment with Cuneiform Text,24841.0
13527,Scarab with Bes Image,11519.0
27187,Scarab,22825.0
31125,Cylinder Seal: Two Worshippers Face Seated Robed Figure Holding a Cup,107237.0
37541,Silenus,82380.0
39273,Fragment,89160.0
21717,Portrait Head - Philosopher Type (?),109005.0
29832,Plate Fragment with Relief Applique of Male Figure with Upraised Arms,110087.0
36203,Jar,70470.0
36575,Fragment of a Cartouche,71656.0
22242,Prestige Collar with Buffalo Heads,36489.0
29143,Animal Head Figurine,28555.0
25448,Mask,103878.0
28939,Leg Fragment from a Human Figurine,27874.0
28345,Small Vessel,26893.0
2591,Untitled (Street Scene),26554.0
36574,Fragment of a Cartouche,71655.0
38433,Kohl Stick,82087.0
40020,Human Effigy Figurine Fragment,92798.0
2121,"Base of Cellini's Perseus and Medusa, Loggia dei Lanzi",21167.0
33657,"Entering Prison, Two Years for Burglary, Ten Years for Robbery (Conversations with the Dead)",91906.0
2142,Coin,111947.0
30561,Wheelmade Lamp,32480.0
40040,Tripod Plate,92861.0
19190,Red-Figure Pottery Sherd,109392.0
13880,Sling Bullet,10421.0
37843,Duamutef Amulet,101885.0
39487,Fragment,106482.0
1475,Seated Pregnant Female with Incised Mat Pattern on Belly,30749.0
16067,Staff Figure,25973.0
14213,Ecce Homo di Guercino (Gall. Corsini),22229.0
32135,Finger Ring Engraved with Aphrodite Anadyomene,36335.0
13358,Firenze - Galleria Pitti - Madonna della Seggiola: Raffaello,22257.0
13050,Red-Figure Fragment,18111.0
36680,Figure,72477.0
13302,Red-Figure Fragment with Male Head,18457.0
32085,Sealing with Dea Roma (?),36271.0
841,Coin,110831.0
26593,Bogolanfini Cloth,17349.0
40474,"Two photographs, Chicago",105263.0
38160,Bowl,81663.0
20566,Pear-Shaped Footed Vessel with Rolling Jaguar Motif,34656.0
29596,Human Head Figurine,29304.0
39252,Fragment,89115.0
13641,Doll,43230.0
2527,Footed Bowl with Exterior Negative Resist Geometric Patterns,30655.0
4751,Globular Vessel with Incised and Modeled Circular Design,30720.0
21093,Mosaic Glass Fragment,54843.0
26184,Prism Seal,16384.0
38278,Ptah-Tatenen,81844.0
36741,Sculpture,72588.0
17708,Vessel with Applique Toads and Modeled Toad Faces,11265.0
13088,Red-Figure Fragment,18186.0
36655,Mask,72452.0
21052,"Modena, Cattedrale, un Dettaglio della Porta Maggiore",23913.0
36465,Opulentiam Superbia from the Cycle of the Vicissitudes of Human Affairs,76861.0
34469,Decorative Door Plate,56140.0
36294,Machete and Sheath,70848.0
14818,Bowl with Handles in the Form of Felines,11545.0
5011,"Hon. Roger B. Taney, Chief-Jusrtice of the U.S., after Photograph by Brady",20389.0
31927,Cylinder Seal: Lozenge and Linear Design,35795.0
4086,Spike Shaped Celt,29732.0
13722,Sling Bullet,10564.0
9301,"Assisi, le Carceri, Veduta del Convento",26065.0
13548,Bead in the Form of a Head,11946.0
14616,Globular Vessel with Incised and Modeled Jaguar Motifs,18789.0
6042,Goblet with Human-Feline Head,17477.0
40078,Human Effigy Figurine Head Fragment,92924.0
38998,Tetradrachm,87481.0
18826,Kneeling Female Figure,25927.0
17482,Bird Effigy,31279.0
25088,Ring Stone: Tamga,13589.0
39236,Fragment,85811.0
5412,Sealing with Confronting Heads of Jupiter and Hera,54929.0
38884,Tetradrachm,86254.0
14994,Tubular Bead in the Form of Bamboo,11554.0
29509,Head from a Horse Figurine,29065.0
38991,Tetradrachm of Vaballathus and Aurelian,87463.0
36675,Headdress,72472.0
29428,Leg Fragment from a Human Figurine,28911.0
33788,Stool,50103.0
27588,Cuneiform Tablet Fragment,25363.0
27308,Heart Amulet,52943.0
35305,Mayan Ruins,60529.0
37691,Osiris,82997.0
4188,Handled Plate,54756.0
1556,Incense Burner with Crocodile Effigy Lid,9604.0
6197,Pendant in Form of Standing Figure with Headdress,27715.0
2066,"Tomba di Antenore, Padova",22068.0
38121,Seal,83979.0
26576,Asen,30028.0
14554,Nipple Cover with Three Borders of Repousse Dots,29824.0
856,Coin,112034.0
36407,Christ in the Wine Press,72251.0
20856,"Roma, Chiesa di Santa Maria della Vittoria (Carlo Maderno)",35973.0
39024,Tetradrachm,87596.0
8545,"Pisa, Battistero, la Porta Principale",23965.0
21316,Large Bowl with Abstract Toad Appliques,34653.0
27355,Udjat Eye,24011.0
38773,Unguentarium,82770.0
40122,"Avatars of Vishnu: Matsya, the Fish",93506.0
28107,Combed Ware Vase Fragment,26603.0
11487,Pithos,9923.0
1865,Statuette of Two Women Riding a Camel,46821.0
9728,Cup Fragment Depicting a Satyr,106901.0
13184,Red-Figure Fragment with Palmette and Draped Figure,18103.0
14853,Mother and Child Figurine,9528.0
27335,Stela with Seated Osiris,28838.0
2805,Effigy Bead,10768.0
40148,Seated Woman,94332.0
37770,Eye Inlay,83232.0
37581,Oinochoe,82786.0
17765,Stylized Zoomorphic Bead,29581.0
21034,"Fossanova, Lazio, Abbazia, Interno della loggetta nel chiostro",23800.0
29127,Horse and Rider Figurine,28535.0
10066,Textile,62792.0
40498,"Two photographs, Chicago",105311.0
13864,Crouching Dog,59070.0
19102,Mami Wata Figure,64428.0
36488,"Siege of Haarlem from Samuel Ampzing ""Beshryvingh ende lof van de stad Haerlem""",72221.0
15827,"Firenze, S. Lorenzo, Capella dei Principi",21168.0
19275,Black-Figure Pottery Sherd,106273.0
24866,Intaglio with Bust of Warrior in Phrygian Cap,108797.0
31945,Pendant Stamp Seal: Figure Kneeling Right Holding up Two Gazelles by Their Hind Legs,35858.0
38812,Tetradrachm,86021.0
3077,Coin,112068.0
16269,"Roma, Pincio, Palma Grande",21694.0
18758,Black-Figure Pottery Sherd,106400.0
36654,Mask,72429.0
18348,Standing Figure of a Togated Man,109501.0
34650,Sirene a l'affut,59586.0
38922,Tetradrachm,86661.0
25065,Intaglio with Winged Horse,13553.0
27943,Stamp Seal,26292.0
28168,Kiln Stand,26735.0
36370,Caligula from the Twelve Roman Emperors,75711.0
12468,Writing Tablet Amulet,52540.0
25005,Intaglio with Head of Herakles,21715.0
6724,Pair of Earspools with Repoussé Bird Motifs,11756.0
25167,Scarab,52706.0
12247,Bottle with Animal Hunts,48178.0
1604,Human Effigy with Concave Hat,27688.0
31339,Seed Jar,70266.0
38442,Sekhmet,82100.0
16157,Nude Statue of a Man,22058.0
33239,Textile,45335.0
24905,Intaglio Gem Depicting Perseus Holding the Head of Medusa,98070.0
36198,Jar,70597.0
24409,Boy's Apron,10340.0
13687,Sling Bullet,10424.0
33539,Bracelet,47625.0
27138,Ringstone with Anahita (?) Woman in Clinging Dress Holds Grapes and Other Object,22399.0
2713,"Untitled (Alley, Tall Stone Wall, Buildings)",26556.0
28670,Figurine Sherd,27199.0
28014,Metallic Ware Decorated Stemmed Vessel,26532.0
4346,Bowl Fragment Depicting Eros Riding a Dolphin,110050.0
13620,"Ring for a Child with Bezel Inscribed ""Epagatho""",11359.0
39371,Fragment,89755.0
2197,Vessel Fragment Depicting Serpent Entwined in Tree in the Garden of Eden,109902.0
15986,"Diskobolos, Vatican, Rome",18948.0
34694,La dentelliere de profil,58052.0
35326,Boy Pressing Sugar Cane,60637.0
37662,Situla,82932.0
15579,"Bassano, Dintorni, Ca Rezzonico (XVIII Secolo)",26075.0
10950,Stalk of Wheat with Loose Grains,37418.0
13588,Coin of Bar Kochba Revolt,112308.0
28589,Black Polished Ware Jug,27307.0
30573,Mould Made Lamp,32391.0
13228,Vessel Fragment,18517.0
38573,Inscription Trapping for Baket,82439.0
19595,Allegory of Optics and Time,20567.0
33722,Pedestal Plate with Geometric Designs,58743.0
26532,Portrait of a Woman,71992.0
26638,Doll,17500.0
18962,Black-Figure Pottery Sherd,106110.0
29460,Leg Fragment from a Human Figurine,28985.0
39055,Astrological Chart: Yantra for Invoking Ganesha,84481.0
24017,Red-Figured Cup Fragment with Dionysiac Scene,92056.0
28651,Bowl,27180.0
12576,Black-Figure Lydion with Net Pattern,32937.0
36257,Amulet of Bes,70264.0
38382,Multiple Udjat Eyes,101887.0
18633,Bead in the Form of a Knot,9612.0
2537,Stone Fragment (Pestle?),27480.0
33104,Chi Wara,56094.0
37660,Statuette of Nebethetepet,82929.0
2224,Ischia Casa Micciola,23068.0
18165,"Palazzo Ducale, Soffitto, Gabinetto da Bagna",23898.0
16136,(Pictured: Excavated Wall with Artwork),21766.0
10186,Red-Figure Amphora Neck Fragment with a Fight,97517.0
3421,"Roma, Portico d'Ottavia",21368.0
15130,Pair of Circular Earspools,
29190,Cup,78243.0
37702,Ptah-Min,83015.0
27586,Cuneiform Tablet Fragment,25361.0
36577,Fragment of a Cartouche,71658.0
32812,Last Judgment,72271.0
19922,Black-Figure Pottery Sherd,106094.0
36323,Bell,71390.0
13404,Red-Figure Cup Fragment with Scene of Sacrifice (Spit with Sacrificial Meats),95567.0
26927,Cabochon with Dionysus-Osiris? Or Isis/Maenad?,108834.0
19158,Scarab with Concentric Circles,47899.0
21110,"Firenze, Battistero. Monumento all'Antipapa Baldassare Coscia",26132.0
30218,Mould Made Lamp,32249.0
16927,Jug,107822.0
2904,"Roma, Colosseo",21761.0
12383,Scarab with Bow Design,52536.0
21614,"A Weaver of Baskets Carried on the Head of the Woman and Filled with Fruits, Bread, Vegetables, etc.",27400.0
24091,Scarab of King Pi(ankhy),42834.0
19172,"Black-Figure Pottery Sherd, Cup Band",105950.0
2865,"A Tomb, Uxori Optimae Albertus",22018.0
36467,The Triumph of Peace,76825.0
4534,Coin,111827.0
39392,Shard,89901.0
25121,"Bead: on one Face, Winged Ram Protome; on the Other, Foliate Motif",13628.0
35055,Pedestal Plate with Opposing Crocodiles,58389.0
12291,Pompei - Foro Civile,22266.0
32077,"Sealing with Draped Figure, Perhaps Aphrodite",36248.0
21536,Black-on-Black Vessel with Feather Motifs,89735.0
34710,Peuple,57489.0
12572,Statue Base with Text,
39361,Fragment,89710.0
28180,Kiln Stand,26747.0
8124,Pair of Earspools with Stepped Posts,11956.0
1690,Bowl with Modeled Crocodile,11536.0
26771,Ring with Intaglio with Bust of Hygeia,19502.0
190,Coin,112113.0
26094,Foundation Plaque,46601.0
13185,Red-Figure Fragment,18149.0
2947,Incised and Drilled Conical Object,29475.0
29670,Human Legs and Feet Figurine,29378.0
34766,Masques parisiens,57170.0
11729,Didrachm with Head of Nymph (Obverse) and Eagle on Dolphin (Reverse),112296.0
10402,Mola with Four Chicken Motifs,35282.0
10053,Red-Figure Calyx-Krater Fragment: Gigantomachy,97643.0
24989,"The Eight Beatitudes: Blessed are They who do Hunger and Thirst after Righteousness [Matt. 5:6], The Presentation in the Temple [Luke 2:25-38]",27762.0
27099,Ringstone with Bust of a Man,22195.0
20908,Zoomorphic Shell Ornament,27493.0
24170,Red-Figure Calyx-Krater Fragment with Funeral Mound of Hector,91699.0
28950,Legs Fragment from Figurine,27885.0
13414,Red-Figure Cup Fragment,18403.0
22502,Little Refugee Girl at Jericho Embroidering,27405.0
40034,Standing Female Effigy Figure,92853.0
15709,"Augusto, Vatican, Rome",18966.0
40087,Human Effigy Figurine Head Fragment,92944.0
16543,Landscape with Village,18871.0
39429,Fragment,90022.0
4355,Long-Necked Vessel on Ring Base,27637.0
4707,Pedestal Plate with Underside Checkerboard Designs,10532.0
11254,"Red-Figure Cup Fragment: Inside: Feline Claw; Outside: Draped Figures, Two Holding Staves, One a Mirror",95544.0
3713,St. Domitilla Catacombs,27364.0
39161,Fragment,85162.0
14873,Celt Pendant in Human Form,29495.0
20210,"Roma - Basilica di S. Maria Maggiore (Opera di Ferd. Fuga, il campanile e del XIV secolo) (Restored by Ferdinando Fuga in the 18th Century, Bell Tower from the 14th Century)",36005.0
2422,Staff,18037.0
39131,Fragment,84823.0
27353,Bes Amulet,24005.0
19789,Elite Male Helmet Crest Mask,26027.0
19041,Black-Figure Pottery Sherd,106380.0
27627,Small Vessel,25422.0
11386,"The Knights (Les Chevaliers), from Xylographies",36016.0
28447,Shallow Bowl,26958.0
17979,"Orbetello-Toscana, la Cattedrale, la Porta",23923.0
24763,Scaraboid with Egyptian Symbols,30141.0
37535,Megarian Bowl,82373.0
14949,Pendant,11297.0
25604,Relief Fragment with the Head of a Woman,36527.0
24886,Intaglio with Asclepius,108265.0
38109,Scaraboid Seal,83944.0
27911,Small Vessel,26255.0
27011,View of the Piazza Navona,30366.0
10049,Red-Figure Hydria Fragment: Woman,91995.0
15995,Venus,24287.0
24879,Intaglio Gem Depicting a Pantheistic Fortuna,26391.0
10318,Ball of Brown Twine,34800.0
3059,Seated Male Figure,11123.0
16480,"Bowl with Diagonal Lines, Dots, and Striping",34646.0
29467,Leg Fragment from a Human Figurine,29399.0
38683,Shabti of Iry (?),82593.0
15872,Diane Lucifer,25045.0
12282,Red-Figure Fragment,18196.0
12907,Processional Cross,64442.0
17704,Coin,112234.0
24018,Red-Figure Cup Fragment with Drapery,92058.0
31348,Blackware Olla with Painted Designs,70523.0
38921,Tetradrachm,86659.0
40764,Fragments from a Book of the Dead,10179.0
12706,Red-Figure Calyx-Krater Fragment with Heroic Battle,108901.0
11502,"Firenze, Chiostro di S. Croce, un Dettaglio Della Porta Della Capella Pazzi",26148.0
14593,Bird Pendant,29728.0
28364,Black Ware Vessel,26915.0
36341,Child's Toy,71438.0
4713,Plate Fragment with Depicting Figure Holding Vase (?),109734.0
13282,Red-Figure Fragment with Leg,18453.0
31452,Shabti,34426.0
36279,Bowl Fragment with Serekh of Narmer,74370.0
39442,Fragment,90104.0
1529,Footed Vessel with Heads and Wings (Bats?) on Incised Box Shaped Central Section,30751.0
15973,Vessel in the Form of an Acrobat,27473.0
27305,Nefertum Amulet,23573.0
20764,Hand Axe,72214.0
2782,Coin Impression,111613.0
34987,Collection Object XV,57766.0
32613,Arretine Ware Chalice Fragment with the Signature of Marcus Perennius,39696.0
29584,Human Body Figurine,29242.0
1046,Pottery Fragment (Handle),108862.0
22478,Cuneiform Tablet of Wool Received,74878.0
36732,Spoon,72576.0
21186,"Firenze, Via Lambertesca, Parte di un architrave con due stemmi",23695.0
12010,Cylinder Seal with Ritual Banquet Scene,17155.0
32308,Polychrome Sarcophagus Panel for the Chief Metalworker,37594.0
24477,Large Udjat Eye Amulet,9989.0
24770,"Faceted Pyramidal Stamp Seal: on the Base, Striding Lion",14540.0
17403,Frog Scaraboid with Bronze Mount,
38590,Jug,82471.0
26744,Plaque with Eos,48862.0
11704,Black-Figure Band Cup Fragment,106855.0
32178,Mapoto,61302.0
13886,Plasterer's Spud,
38887,Tetradrachm,86414.0
19770,Scarab Inscribed for Amenhotep II,47926.0
40494,"Two photographs, Chicago",105303.0
15261,"Bologna, Palazzo Fava, gia Manfredi, il Cortile",26094.0
27939,Head of a Man,33071.0
38339,Amulet,81965.0
34655,La chrysalide,59601.0
12353,Red-Figure Fragments,18127.0
20159,Black-Figure Pottery Sherd,106090.0
14613,Votive Statuette of a Kouros,45724.0
15076,Polished Stone,11250.0
16190,"Roma, Statua del Pasquino",21823.0
34972,Collection Crate III,57418.0
17662,Genesis from Biblia Sacra Latina,27751.0
27928,Storage Jar,26272.0
33233,Textile,45467.0
33214,Textile Strip,45363.0
31992,Plaque or Seal,35918.0
11456,Bead,109567.0
36436,Page from an Emblem Book: Providentiae Locvpleti,76890.0
28013,19 Sherds of a Fragmentary Metallic Ware Vessel,26531.0
39124,Fragment,84778.0
27283,Bead Carved as a Zebu,23361.0
5651,Black-Figure Band Cup Fragment,106845.0
2547,Coin Impression,111611.0
32659,Head of an Actor,40477.0
14465,Saucer Lamp,107280.0
11689,Footed Bowl,63959.0
30241,Mould Made Lamp,32237.0
34505,Une mauvaise charge,58100.0
4206,Aryballos,33493.0
40120,An Avatar of Vishnu: Narashima,93499.0
27059,Intaglio with Diana and a Stag,21938.0
20681,Necklace,9389.0
11089,Bowl Fragment Depicting Male Figure,110406.0
