Object Number,Title,Image ID
25050,Stamp Seal in the Form of a Finger Ring: Floral Spray with Three Lotuses and Fillets below,13535
34988,Collection Object XVI,57767
13433,Shabti,10185
35509,Coin,64205
24270,Funeral Cone of Mentuemhat,11336
16169,"Tivoli, Villa Adriana, Pecile",21710
29461,Leg Fragment from a Human Figurine,28986
39276,Fragment,89165
38230,Apis Bull Statuette,81772
22183,Female Effigy Whistle with Fan,29615
26724,Pair of Bracelets with Feline-Head Terminals,49573
7238,Bracelet with Anthropomorphic Figure,18691
32121,Eagle,36321
18673,Stylized Rocker Mano,11281
27351,Udjat Eye,24001
9049,Necklace Element (or Earring),48820
39147,Fragment,85048
19589,Black-Figure Pottery Sherd,106329
35299,Mayan Ruins,60523
27387,Palmette Earring,33040
32200,Male Shrine Figure,41013
12843,Red-Figure Fragment with Face,54821
4063,Coin,110857
40039,Mold for a Human Figurine,92859
33664,Prison Tattoos [Conversations with the Dead],91914
16159,Figure of a Man Wearing a Toga,30695
36188,Jar,70398
38643,Amphora,82529
4928,Head of Female,94562
27497,Mud Brick Fragment with Cuneiform Text,24841
13527,Scarab with Bes Image,11519
27187,Scarab,22825
31125,Cylinder Seal: Two Worshippers Face Seated Robed Figure Holding a Cup,107237
37541,Silenus,82380
39273,Fragment,89160
21717,Portrait Head - Philosopher Type (?),109005
29832,Plate Fragment with Relief Applique of Male Figure with Upraised Arms,110087
36203,Jar,70470
36575,Fragment of a Cartouche,71656
22242,Prestige Collar with Buffalo Heads,36489
29143,Animal Head Figurine,28555
25448,Mask,103878
28939,Leg Fragment from a Human Figurine,27874
28345,Small Vessel,26893
2591,Untitled (Street Scene),26554
36574,Fragment of a Cartouche,71655
38433,Kohl Stick,82087
40020,Human Effigy Figurine Fragment,92798
2121,"Base of Cellini's Perseus and Medusa, Loggia dei Lanzi",21167
33657,"Entering Prison, Two Years for Burglary, Ten Years for Robbery (Conversations with the Dead)",91906
2142,Coin,111947
30561,Wheelmade Lamp,32480
40040,Tripod Plate,92861
19190,Red-Figure Pottery Sherd,109392
13880,Sling Bullet,10421
37843,Duamutef Amulet,101885
39487,Fragment,106482
1475,Seated Pregnant Female with Incised Mat Pattern on Belly,30749
16067,Staff Figure,25973
14213,Ecce Homo di Guercino (Gall. Corsini),22229
32135,Finger Ring Engraved with Aphrodite Anadyomene,36335
13358,Firenze - Galleria Pitti - Madonna della Seggiola: Raffaello,22257
13050,Red-Figure Fragment,18111
36680,Figure,72477
13302,Red-Figure Fragment with Male Head,18457
32085,Sealing with Dea Roma (?),36271
841,Coin,110831
26593,Bogolanfini Cloth,17349
40474,"Two photographs, Chicago",105263
38160,Bowl,81663
20566,Pear-Shaped Footed Vessel with Rolling Jaguar Motif,34656
29596,Human Head Figurine,29304
39252,Fragment,89115
13641,Doll,43230
2527,Footed Bowl with Exterior Negative Resist Geometric Patterns,30655
4751,Globular Vessel with Incised and Modeled Circular Design,30720
21093,Mosaic Glass Fragment,54843
26184,Prism Seal,16384
38278,Ptah-Tatenen,81844
36741,Sculpture,72588
17708,Vessel with Applique Toads and Modeled Toad Faces,11265
13088,Red-Figure Fragment,18186
36655,Mask,72452
21052,"Modena, Cattedrale, un Dettaglio della Porta Maggiore",23913
36465,Opulentiam Superbia from the Cycle of the Vicissitudes of Human Affairs,76861
34469,Decorative Door Plate,56140
36294,Machete and Sheath,70848
14818,Bowl with Handles in the Form of Felines,11545
5011,"Hon. Roger B. Taney, Chief-Jusrtice of the U.S., after Photograph by Brady",20389
31927,Cylinder Seal: Lozenge and Linear Design,35795
4086,Spike Shaped Celt,29732
13722,Sling Bullet,10564
9301,"Assisi, le Carceri, Veduta del Convento",26065
13548,Bead in the Form of a Head,11946
14616,Globular Vessel with Incised and Modeled Jaguar Motifs,18789
6042,Goblet with Human-Feline Head,17477
40078,Human Effigy Figurine Head Fragment,92924
38998,Tetradrachm,87481
18826,Kneeling Female Figure,25927
17482,Bird Effigy,31279
25088,Ring Stone: Tamga,13589
39236,Fragment,85811
5412,Sealing with Confronting Heads of Jupiter and Hera,54929
38884,Tetradrachm,86254
14994,Tubular Bead in the Form of Bamboo,11554
29509,Head from a Horse Figurine,29065
38991,Tetradrachm of Vaballathus and Aurelian,87463
36675,Headdress,72472
29428,Leg Fragment from a Human Figurine,28911
33788,Stool,50103
27588,Cuneiform Tablet Fragment,25363
27308,Heart Amulet,52943
35305,Mayan Ruins,60529
37691,Osiris,82997
4188,Handled Plate,54756
1556,Incense Burner with Crocodile Effigy Lid,9604
6197,Pendant in Form of Standing Figure with Headdress,27715
2066,"Tomba di Antenore, Padova",22068
38121,Seal,83979
26576,Asen,30028
14554,Nipple Cover with Three Borders of Repousse Dots,29824
856,Coin,112034
36407,Christ in the Wine Press,72251
20856,"Roma, Chiesa di Santa Maria della Vittoria (Carlo Maderno)",35973
39024,Tetradrachm,87596
8545,"Pisa, Battistero, la Porta Principale",23965
21316,Large Bowl with Abstract Toad Appliques,34653
27355,Udjat Eye,24011
38773,Unguentarium,82770
40122,"Avatars of Vishnu: Matsya, the Fish",93506
28107,Combed Ware Vase Fragment,26603
11487,Pithos,9923
1865,Statuette of Two Women Riding a Camel,46821
9728,Cup Fragment Depicting a Satyr,106901
13184,Red-Figure Fragment with Palmette and Draped Figure,18103
14853,Mother and Child Figurine,9528
27335,Stela with Seated Osiris,28838
2805,Effigy Bead,10768
40148,Seated Woman,94332
37770,Eye Inlay,83232
37581,Oinochoe,82786
17765,Stylized Zoomorphic Bead,29581
21034,"Fossanova, Lazio, Abbazia, Interno della loggetta nel chiostro",23800
29127,Horse and Rider Figurine,28535
10066,Textile,62792
40498,"Two photographs, Chicago",105311
13864,Crouching Dog,59070
19102,Mami Wata Figure,64428
36488,"Siege of Haarlem from Samuel Ampzing ""Beshryvingh ende lof van de stad Haerlem""",72221
15827,"Firenze, S. Lorenzo, Capella dei Principi",21168
19275,Black-Figure Pottery Sherd,106273
24866,Intaglio with Bust of Warrior in Phrygian Cap,108797
31945,Pendant Stamp Seal: Figure Kneeling Right Holding up Two Gazelles by Their Hind Legs,35858
38812,Tetradrachm,86021
3077,Coin,112068
16269,"Roma, Pincio, Palma Grande",21694
18758,Black-Figure Pottery Sherd,106400
36654,Mask,72429
18348,Standing Figure of a Togated Man,109501
34650,Sirene a l'affut,59586
38922,Tetradrachm,86661
25065,Intaglio with Winged Horse,13553
27943,Stamp Seal,26292
28168,Kiln Stand,26735
36370,Caligula from the Twelve Roman Emperors,75711
12468,Writing Tablet Amulet,52540
25005,Intaglio with Head of Herakles,21715
6724,Pair of Earspools with Repoussé Bird Motifs,11756
25167,Scarab,52706
12247,Bottle with Animal Hunts,48178
1604,Human Effigy with Concave Hat,27688
31339,Seed Jar,70266
38442,Sekhmet,82100
16157,Nude Statue of a Man,22058
33239,Textile,45335
24905,Intaglio Gem Depicting Perseus Holding the Head of Medusa,98070
36198,Jar,70597
24409,Boy's Apron,10340
13687,Sling Bullet,10424
33539,Bracelet,47625
27138,Ringstone with Anahita (?) Woman in Clinging Dress Holds Grapes and Other Object,22399
2713,"Untitled (Alley, Tall Stone Wall, Buildings)",26556
28670,Figurine Sherd,27199
28014,Metallic Ware Decorated Stemmed Vessel,26532
4346,Bowl Fragment Depicting Eros Riding a Dolphin,110050
13620,"Ring for a Child with Bezel Inscribed ""Epagatho""",11359
39371,Fragment,89755
2197,Vessel Fragment Depicting Serpent Entwined in Tree in the Garden of Eden,109902
15986,"Diskobolos, Vatican, Rome",18948
34694,La dentelliere de profil,58052
35326,Boy Pressing Sugar Cane,60637
37662,Situla,82932
15579,"Bassano, Dintorni, Ca Rezzonico (XVIII Secolo)",26075
10950,Stalk of Wheat with Loose Grains,37418
13588,Coin of Bar Kochba Revolt,112308
28589,Black Polished Ware Jug,27307
30573,Mould Made Lamp,32391
13228,Vessel Fragment,18517
38573,Inscription Trapping for Baket,82439
19595,Allegory of Optics and Time,20567
33722,Pedestal Plate with Geometric Designs,58743
26532,Portrait of a Woman,71992
26638,Doll,17500
18962,Black-Figure Pottery Sherd,106110
29460,Leg Fragment from a Human Figurine,28985
39055,Astrological Chart: Yantra for Invoking Ganesha,84481
24017,Red-Figured Cup Fragment with Dionysiac Scene,92056
28651,Bowl,27180
12576,Black-Figure Lydion with Net Pattern,32937
36257,Amulet of Bes,70264
38382,Multiple Udjat Eyes,101887
18633,Bead in the Form of a Knot,9612
2537,Stone Fragment (Pestle?),27480
33104,Chi Wara,56094
37660,Statuette of Nebethetepet,82929
2224,Ischia Casa Micciola,23068
18165,"Palazzo Ducale, Soffitto, Gabinetto da Bagna",23898
16136,(Pictured: Excavated Wall with Artwork),21766
10186,Red-Figure Amphora Neck Fragment with a Fight,97517
3421,"Roma, Portico d'Ottavia",21368
29190,Cup,78243
37702,Ptah-Min,83015
27586,Cuneiform Tablet Fragment,25361
36577,Fragment of a Cartouche,71658
32812,Last Judgment,72271
19922,Black-Figure Pottery Sherd,106094
36323,Bell,71390
13404,Red-Figure Cup Fragment with Scene of Sacrifice (Spit with Sacrificial Meats),95567
26927,Cabochon with Dionysus-Osiris? Or Isis/Maenad?,108834
19158,Scarab with Concentric Circles,47899
21110,"Firenze, Battistero. Monumento all'Antipapa Baldassare Coscia",26132
30218,Mould Made Lamp,32249
16927,Jug,107822
2904,"Roma, Colosseo",21761
12383,Scarab with Bow Design,52536
21614,"A Weaver of Baskets Carried on the Head of the Woman and Filled with Fruits, Bread, Vegetables, etc.",27400
24091,Scarab of King Pi(ankhy),42834
19172,"Black-Figure Pottery Sherd, Cup Band",105950
2865,"A Tomb, Uxori Optimae Albertus",22018
36467,The Triumph of Peace,76825
4534,Coin,111827
39392,Shard,89901
25121,"Bead: on one Face, Winged Ram Protome; on the Other, Foliate Motif",13628
35055,Pedestal Plate with Opposing Crocodiles,58389
12291,Pompei - Foro Civile,22266
32077,"Sealing with Draped Figure, Perhaps Aphrodite",36248
21536,Black-on-Black Vessel with Feather Motifs,89735
34710,Peuple,57489
39361,Fragment,89710
28180,Kiln Stand,26747
8124,Pair of Earspools with Stepped Posts,11956
1690,Bowl with Modeled Crocodile,11536
26771,Ring with Intaglio with Bust of Hygeia,19502
190,Coin,112113
26094,Foundation Plaque,46601
13185,Red-Figure Fragment,18149
2947,Incised and Drilled Conical Object,29475
29670,Human Legs and Feet Figurine,29378
34766,Masques parisiens,57170
11729,Didrachm with Head of Nymph (Obverse) and Eagle on Dolphin (Reverse),112296
10402,Mola with Four Chicken Motifs,35282
10053,Red-Figure Calyx-Krater Fragment: Gigantomachy,97643
24989,"The Eight Beatitudes: Blessed are They who do Hunger and Thirst after Righteousness [Matt. 5:6], The Presentation in the Temple [Luke 2:25-38]",27762
27099,Ringstone with Bust of a Man,22195
20908,Zoomorphic Shell Ornament,27493
24170,Red-Figure Calyx-Krater Fragment with Funeral Mound of Hector,91699
28950,Legs Fragment from Figurine,27885
13414,Red-Figure Cup Fragment,18403
22502,Little Refugee Girl at Jericho Embroidering,27405
40034,Standing Female Effigy Figure,92853
15709,"Augusto, Vatican, Rome",18966
40087,Human Effigy Figurine Head Fragment,92944
16543,Landscape with Village,18871
39429,Fragment,90022
4355,Long-Necked Vessel on Ring Base,27637
4707,Pedestal Plate with Underside Checkerboard Designs,10532
11254,"Red-Figure Cup Fragment: Inside: Feline Claw; Outside: Draped Figures, Two Holding Staves, One a Mirror",95544
3713,St. Domitilla Catacombs,27364
39161,Fragment,85162
14873,Celt Pendant in Human Form,29495
20210,"Roma - Basilica di S. Maria Maggiore (Opera di Ferd. Fuga, il campanile e del XIV secolo) (Restored by Ferdinando Fuga in the 18th Century, Bell Tower from the 14th Century)",36005
2422,Staff,18037
39131,Fragment,84823
27353,Bes Amulet,24005
19789,Elite Male Helmet Crest Mask,26027
19041,Black-Figure Pottery Sherd,106380
27627,Small Vessel,25422
11386,"The Knights (Les Chevaliers), from Xylographies",36016
28447,Shallow Bowl,26958
17979,"Orbetello-Toscana, la Cattedrale, la Porta",23923
24763,Scaraboid with Egyptian Symbols,30141
37535,Megarian Bowl,82373
14949,Pendant,11297
25604,Relief Fragment with the Head of a Woman,36527
24886,Intaglio with Asclepius,108265
38109,Scaraboid Seal,83944
27911,Small Vessel,26255
27011,View of the Piazza Navona,30366
10049,Red-Figure Hydria Fragment: Woman,91995
15995,Venus,24287
24879,Intaglio Gem Depicting a Pantheistic Fortuna,26391
10318,Ball of Brown Twine,34800
3059,Seated Male Figure,11123
16480,"Bowl with Diagonal Lines, Dots, and Striping",34646
29467,Leg Fragment from a Human Figurine,29399
38683,Shabti of Iry (?),82593
15872,Diane Lucifer,25045
12282,Red-Figure Fragment,18196
12907,Processional Cross,64442
17704,Coin,112234
24018,Red-Figure Cup Fragment with Drapery,92058
31348,Blackware Olla with Painted Designs,70523
38921,Tetradrachm,86659
40764,Fragments from a Book of the Dead,10179
12706,Red-Figure Calyx-Krater Fragment with Heroic Battle,108901
11502,"Firenze, Chiostro di S. Croce, un Dettaglio Della Porta Della Capella Pazzi",26148
14593,Bird Pendant,29728
28364,Black Ware Vessel,26915
36341,Child's Toy,71438
4713,Plate Fragment with Depicting Figure Holding Vase (?),109734
13282,Red-Figure Fragment with Leg,18453
31452,Shabti,34426
36279,Bowl Fragment with Serekh of Narmer,74370
39442,Fragment,90104
1529,Footed Vessel with Heads and Wings (Bats?) on Incised Box Shaped Central Section,30751
15973,Vessel in the Form of an Acrobat,27473
27305,Nefertum Amulet,23573
20764,Hand Axe,72214
2782,Coin Impression,111613
34987,Collection Object XV,57766
32613,Arretine Ware Chalice Fragment with the Signature of Marcus Perennius,39696
29584,Human Body Figurine,29242
1046,Pottery Fragment (Handle),108862
22478,Cuneiform Tablet of Wool Received,74878
36732,Spoon,72576
21186,"Firenze, Via Lambertesca, Parte di un architrave con due stemmi",23695
12010,Cylinder Seal with Ritual Banquet Scene,17155
32308,Polychrome Sarcophagus Panel for the Chief Metalworker,37594
24477,Large Udjat Eye Amulet,9989
24770,"Faceted Pyramidal Stamp Seal: on the Base, Striding Lion",14540
38590,Jug,82471
26744,Plaque with Eos,48862
11704,Black-Figure Band Cup Fragment,106855
32178,Mapoto,61302
38887,Tetradrachm,86414
19770,Scarab Inscribed for Amenhotep II,47926
40494,"Two photographs, Chicago",105303
15261,"Bologna, Palazzo Fava, gia Manfredi, il Cortile",26094
27939,Head of a Man,33071
38339,Amulet,81965
34655,La chrysalide,59601
12353,Red-Figure Fragments,18127
20159,Black-Figure Pottery Sherd,106090
14613,Votive Statuette of a Kouros,45724
15076,Polished Stone,11250
16190,"Roma, Statua del Pasquino",21823
34972,Collection Crate III,57418
17662,Genesis from Biblia Sacra Latina,27751
27928,Storage Jar,26272
33233,Textile,45467
33214,Textile Strip,45363
31992,Plaque or Seal,35918
11456,Bead,109567
36436,Page from an Emblem Book: Providentiae Locvpleti,76890
28013,19 Sherds of a Fragmentary Metallic Ware Vessel,26531
39124,Fragment,84778
27283,Bead Carved as a Zebu,23361
5651,Black-Figure Band Cup Fragment,106845
2547,Coin Impression,111611
32659,Head of an Actor,40477
14465,Saucer Lamp,107280
11689,Footed Bowl,63959
30241,Mould Made Lamp,32237
34505,Une mauvaise charge,58100
4206,Aryballos,33493
40120,An Avatar of Vishnu: Narashima,93499
27059,Intaglio with Diana and a Stag,21938
20681,Necklace,9389
11089,Bowl Fragment Depicting Male Figure,110406
13305,Red-Figure Fragment,18442
27030,Finger Ring with Intaglio Gem Depicting Hermes Seated at an Altar,98207
14020,"Head of Demosthenes, Vatican, Rome",35941
251,Votive Bowl,17817
36468,Delilah Cutting Samson's Hair,76823
11500,Necklace Bead: Octopus,47100
36643,Stool,72419
11059,"Female ""Stargazer"" Idol with Diagonally Bent Arms",54494
31775,Water Vessel,35365
28148,Kiln Stand,26715
15801,"Roma, Arco di Costantino con il Colosseo",22007
21685,Seal Finger Ring,55023
37623,Piriform Bottle,82862
31401,Coin,34275
25164,"Tabloid Bead Inscribed on Both Sides, One Perhaps Invoking Bastet",13677
1802,Vessel Rim Fragment Depicting a Boar Wounded by a Spear,109932
15934,"Apollo, Vatican, Rome",18927
24254,Beadwork Panel,10036
31784,Beer Pot Cover (Imbenge),35379
311,Coin,111285
13853,Sling Bullet,10446
39205,Macehead,84962
10086,Red-Figure Amphora Fragment: Warrior,91978
10143,Denarius (Coin) of Faustina the Elder,111897
9658,Storage Vessel Handle,108875
26587,Dance Wand,17343
15432,"Bitetto, Cattedrale, Rosa sulla Facciata (XIII Secolo)",26079
17968,Votive Adze Inscribed with the Name of Ahmose,36494
25234,Scaraboid: Worshipper,13747
20754,Prato--La Piazza con la Cattedrale (Accresciuto nel 1312 da Giovanni Pisano),24098
16494,The Adoration of the Magi,27753
39083,Fragment,84566
31255,Insula Tiberina,89359
722,Jar,36622
28739,Shabti of Queen Henuttawy,32968
39520,Lion,86888
33563,Pendant in the Form of a Bell,47805
33597,Circular Stamp with Lion Scalp Motif,47993
4140,Coin,111609
15944,"Verona, S. Zeno Maggiore",23230
663,Helmet Mask for Sande Society,25021
15823,Turkey Vulture Effigy Pedestal Vessel,10530
12622,Necklace,10973
38613,Alabastron,82495
31989,Shabti,35908
27150,Stamp Seal: Flying Raptor with Talons Extended and about to Pounce on Prey with Bead Border,22549
31991,Scaraboid,35912
22430,Black-on-Black Vessel with Geometric Motif,89732
29015,Head Fragment from a Human Figurine,28500
25268,Intaglio with Apollo and the Delphic Tripod,13781
18282,Pair of Sandals,32978
25078,"Stamp Seal: on the Face, a Lion Scalp and Bull's Head, with Wreaths",13575
40056,Human Effigy Figure Seated on Four-Footed Stool,92885
669,Red-Figure Fragment,109311
24416,Painted Jar,25824
15998,Firenze Palazzo Ricardi,23047
10790,La Trasfigurazione di Raffaele (Vaticano),22105
1208,Mosaic Glass Fragment,54844
30311,Mould Made Oil Lamp,32296
10679,"Firenze, Chiesa di S. Croce, il Crocifisso con la Vergine e S. Giovanni",23700
27779,Vessel,25894
1875,Coin,112212
